"Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
29631,737112,10,NA,0.45,0.26,1.2,NA
29631,737113,20,NA,0.53,0.32,1.4,NA
29631,737114,30,NA,0.55,0.33,1.4,NA
29631,737115,40,NA,0.53,0.32,1.5,NA
29631,737116,50,NA,0.56,0.34,1.8,NA
29632,737117,0,NA,0.46,0.15,1.2,NA
29632,737118,2,NA,0.46,0.15,1.2,NA
29632,737119,10,NA,0.45,0.11,0.7,NA
29632,737120,19,NA,0.43,0.09,0.6,NA
29632,737121,20,NA,0.43,0.09,0.6,NA
29632,737122,30,NA,0.41,0.08,0.6,NA
29632,737123,40,NA,0.33,0.04,0.3,NA
29632,737124,50,NA,0.38,0.1,0.7,NA
29632,737125,59,NA,0.54,0.3,2.3,NA
29632,737126,70,NA,0.59,0.38,3,NA
29632,737127,75,NA,0.63,0.35,3.8,NA
29632,737128,84,NA,0.78,0.29,6.3,NA
29632,737129,99,NA,1.28,0.03,14.4,NA
29632,737130,100,NA,1.32,0.03,14.9,NA
29632,737131,119,NA,1.89,0,22.7,NA
29632,737132,125,NA,1.92,0,23.2,NA
29632,737133,139,NA,1.98,0,24.2,NA
29632,737134,150,NA,2.02,0,24.8,NA
29632,737135,168,NA,2.09,0.01,25.7,NA
29632,737136,199,NA,2.2,0,27.9,NA
29632,737137,200,NA,2.2,0,27.9,NA
29632,737138,228,NA,2.28,0,28.9,NA
29632,737139,250,NA,2.39,0,30.3,NA
29632,737140,268,NA,2.49,0,31.5,NA
29632,737141,300,NA,2.65,0,33.3,NA
29632,737142,318,NA,2.72,0,34.1,NA
29632,737143,376,NA,2.82,0,35.4,NA
29632,737144,400,NA,2.88,0,36,NA
29632,737145,436,NA,2.96,0,36.8,NA
29632,737146,500,NA,3.08,0.01,38.1,NA
29632,737147,515,NA,3.11,0.01,38.4,NA
29633,737148,0,NA,0.42,0.06,1.5,NA
29633,737149,3,NA,0.42,0.06,1.5,NA
29633,737150,10,NA,0.41,0.06,1.5,NA
29633,737151,20,NA,0.47,0.08,2.4,NA
29633,737152,30,NA,0.56,0.11,3.7,NA
29633,737153,40,NA,0.58,0.11,4,NA
29633,737154,50,NA,0.66,0.11,5.4,NA
29633,737155,60,NA,0.91,0.06,9.2,NA
29633,737156,70,NA,1.12,0.03,12.5,NA
29633,737157,75,NA,1.23,0.02,14.2,NA
29633,737158,84,NA,1.41,0.02,17.1,NA
29633,737159,99,NA,1.6,0.01,20.1,NA
29633,737160,100,NA,1.61,0.01,20.2,NA
29633,737161,119,NA,1.77,0.01,22.6,NA
29633,737162,125,NA,1.85,0.01,23.6,NA
29633,737163,139,NA,2.02,0.01,25.9,NA
29633,737164,150,NA,2.1,0.01,26.9,NA
29633,737165,169,NA,2.18,0.01,27.9,NA
29633,737166,199,NA,2.29,0.01,29.1,NA
29633,737167,200,NA,2.29,0.01,29.1,NA
29633,737168,229,NA,2.38,0,30.3,NA
29633,737169,250,NA,2.45,0,31.2,NA
29633,737170,269,NA,2.52,0,32,NA
29633,737171,300,NA,2.64,0,33.3,NA
29633,737172,318,NA,2.7,0,34,NA
29633,737173,379,NA,2.88,0,35.9,NA
29633,737174,400,NA,2.94,0,36.6,NA
29633,737175,436,NA,3.02,0,37.7,NA
29633,737176,500,NA,3.13,0,39,NA
29633,737177,514,NA,3.16,0,39.3,NA
29634,737178,0,NA,0.39,0.06,1.4,NA
29634,737179,2,NA,0.39,0.06,1.4,NA
29634,737180,10,NA,0.39,0.06,1.4,NA
29634,737181,20,NA,0.42,0.06,1.7,NA
29634,737182,30,NA,0.41,0.06,1.7,NA
29634,737183,40,NA,0.44,0.07,2.2,NA
29634,737184,49,NA,0.73,0.11,6.4,NA
29634,737185,50,NA,0.77,0.11,7.1,NA
29634,737186,60,NA,1.17,0.05,13.3,NA
29634,737187,70,NA,1.31,0.03,15.6,NA
29634,737188,75,NA,1.38,0.03,16.8,NA
29634,737189,85,NA,1.52,0.03,18.8,NA
29634,737190,99,NA,1.64,0.02,20.7,NA
29634,737191,100,NA,1.65,0.02,20.8,NA
29634,737192,119,NA,1.8,0.03,23.1,NA
29634,737193,125,NA,1.84,0.03,23.6,NA
29634,737194,139,NA,1.92,0.02,24.8,NA
29634,737195,150,NA,2,0.02,25.8,NA
29634,737196,169,NA,2.14,0.01,27.5,NA
29634,737197,199,NA,2.28,0.01,29.2,NA
29634,737198,200,NA,2.29,0.01,29.3,NA
29634,737199,228,NA,2.42,0,30.6,NA
29634,737200,250,NA,2.5,0,31.5,NA
29634,737201,270,NA,2.57,0.01,32.2,NA
29634,737202,300,NA,2.69,0,33.6,NA
29634,737203,318,NA,2.75,0,34.4,NA
29634,737204,382,NA,2.89,0,36.1,NA
29634,737205,400,NA,2.93,0,36.5,NA
29634,737206,440,NA,3.01,0,37.3,NA
29634,737207,500,NA,3.08,0,38.2,NA
29634,737208,519,NA,3.1,0,38.5,NA
29635,737209,0,NA,0.48,0.08,2.7,NA
29635,737210,2,NA,0.48,0.08,2.7,NA
29635,737211,5,NA,0.48,0.08,2.7,NA
29635,737212,10,NA,0.48,0.08,2.7,NA
29635,737213,20,NA,0.48,0.08,2.7,NA
29635,737214,30,NA,0.49,0.08,2.9,NA
29635,737215,40,NA,0.91,0.07,9.3,NA
29635,737216,50,NA,1.08,0.06,11.8,NA
29635,737217,60,NA,1.32,0.05,15.6,NA
29635,737218,70,NA,1.43,0.05,17.4,NA
29636,737219,0,0.96,0.42,0.08,1.6,NA
29636,737220,2,0.96,0.42,0.08,1.6,NA
29636,737221,9,0.4,0.41,0.08,1.6,NA
29636,737222,10,0.36,0.41,0.08,1.6,NA
29636,737223,19,0.14,0.41,0.08,1.5,NA
29636,737224,20,0.13,0.41,0.08,1.5,NA
29636,737225,30,0.04,0.41,0.08,1.5,NA
29636,737226,32,0.04,0.41,0.08,1.5,NA
29636,737227,40,0.02,0.42,0.08,1.6,NA
29636,737228,48,NA,0.44,0.08,1.9,NA
29636,737229,50,0.01,0.47,0.08,2.4,NA
29636,737230,56,0,0.6,0.08,4.5,NA
29636,737231,63,NA,0.82,0.08,7.9,NA
29636,737232,70,NA,0.93,0.06,9.4,NA
29636,737233,75,NA,0.97,0.05,10.1,NA
29636,737234,85,NA,1.11,0.04,12.3,NA
29636,737235,99,NA,1.63,0.01,20.1,NA
29636,737236,100,NA,1.65,0.01,20.2,NA
29636,737237,120,NA,1.8,0.01,22.4,NA
29636,737238,125,NA,1.86,0.01,23.2,NA
29636,737239,139,NA,2.02,0.01,25.2,NA
29636,737240,150,NA,2.09,0.01,26.3,NA
29636,737241,170,NA,2.16,0,27.6,NA
29636,737242,199,NA,2.27,0,29.1,NA
29636,737243,200,NA,2.27,0,29.2,NA
29636,737244,229,NA,2.4,0.01,30.6,NA
29636,737245,250,NA,2.46,0.01,31.4,NA
29636,737246,268,NA,2.52,0.01,32.1,NA
29636,737247,300,NA,2.68,0,33.9,NA
29636,737248,317,NA,2.76,0,34.8,NA
29636,737249,378,NA,2.92,0,36.6,NA
29636,737250,400,NA,2.97,0,37.2,NA
29636,737251,440,NA,3.04,0,38.3,NA
29636,737252,500,NA,3.14,0,39.6,NA
29636,737253,514,NA,3.16,0,39.9,NA
29637,737254,0,NA,0.37,0.04,1,NA
29637,737255,2,NA,0.37,0.04,1,NA
29637,737256,10,NA,0.37,0.04,1,NA
29637,737257,20,NA,0.37,0.04,1,NA
29637,737258,30,NA,0.37,0.04,1.1,NA
29637,737259,31,NA,0.37,0.04,1.1,NA
29637,737260,40,NA,0.37,0.04,1.1,NA
29637,737261,50,NA,0.38,0.05,1.1,NA
29637,737262,60,NA,0.39,0.05,1.3,NA
29637,737263,70,NA,0.74,0.05,6.5,NA
29637,737264,75,NA,0.86,0.04,8.3,NA
29637,737265,85,NA,1.05,0.02,11.6,NA
29637,737266,99,NA,1.38,0.01,16.9,NA
29637,737267,100,NA,1.4,0.01,17.2,NA
29637,737268,119,NA,1.68,0.01,21.7,NA
29637,737269,125,NA,1.74,0.01,22.6,NA
29637,737270,140,NA,1.84,0,24.3,NA
29637,737271,150,NA,1.89,0,25.2,NA
29637,737272,170,NA,1.99,0,26.8,NA
29637,737273,200,NA,2.17,0,29.4,NA
29637,737274,229,NA,2.31,0,31.2,NA
29637,737275,250,NA,2.41,0,32.4,NA
29637,737276,270,NA,2.5,0,33.5,NA
29637,737277,300,NA,2.63,0,35,NA
29637,737278,318,NA,2.71,0,35.9,NA
29637,737279,379,NA,2.92,0,38.4,NA
29637,737280,400,NA,2.97,0,38.8,NA
29637,737281,427,NA,3.03,0,39.3,NA
29637,737282,500,NA,NA,NA,NA,NA
29637,737283,512,NA,NA,NA,NA,NA
29638,737284,0,NA,0.32,0.01,0.1,NA
29638,737285,4,NA,0.32,0.01,0.1,NA
29638,737286,10,NA,0.32,0.01,0.1,NA
29638,737287,16,NA,0.32,0.01,0.1,NA
29638,737288,20,NA,0.32,0.01,0.1,NA
29638,737289,28,NA,0.32,0.01,0.1,NA
29638,737290,30,NA,0.32,0.01,0.1,NA
29638,737291,46,NA,0.32,0.01,0.1,NA
29638,737292,50,NA,0.33,0.01,0.2,NA
29638,737293,56,NA,0.34,0.02,0.3,NA
29638,737294,65,NA,0.57,0.04,3.5,NA
29638,737295,75,NA,0.71,0.02,5.8,NA
29638,737296,76,NA,0.72,0.02,6,NA
29638,737297,86,NA,0.89,0.01,9,NA
29638,737298,95,NA,1,0.01,11.1,NA
29638,737299,100,NA,1.1,0.01,12.8,NA
29638,737300,111,NA,1.35,0,16.8,NA
29638,737301,125,NA,1.65,0,21.5,NA
29638,737302,141,NA,1.83,0,24.2,NA
29638,737303,150,NA,1.87,0,24.9,NA
29638,737304,170,NA,1.93,0,26.1,NA
29638,737305,199,NA,2.16,0,29,NA
29638,737306,200,NA,2.17,0,29.1,NA
29638,737307,230,NA,2.32,0,31,NA
29638,737308,250,NA,2.35,0,31.5,NA
29638,737309,269,NA,2.37,0,31.9,NA
29638,737310,300,NA,2.51,0,33.7,NA
29638,737311,316,NA,2.6,0,34.8,NA
29638,737312,377,NA,2.87,0,37.5,NA
29638,737313,400,NA,2.93,0,38.1,NA
29638,737314,438,NA,3.01,0,39,NA
29638,737315,500,NA,3.12,0,40.8,NA
29638,737316,511,NA,3.14,0,41.1,NA
29639,737317,0,0.96,0.29,0,0,NA
29639,737318,3,0.96,0.29,0,0,NA
29639,737319,10,0.48,0.29,0,0,NA
29639,737320,11,0.4,0.29,0,0,NA
29639,737321,20,0.16,0.29,0,0,NA
29639,737322,23,0.14,0.29,0,0,NA
29639,737323,30,0.07,0.29,0,0,NA
29639,737324,37,0.04,0.29,0,0,NA
29639,737325,49,0.02,0.35,0.04,0.3,NA
29639,737326,50,0.02,0.35,0.04,0.3,NA
29639,737327,58,NA,0.37,0.06,0.5,NA
29639,737328,67,0,0.37,0.06,0.5,NA
29639,737329,75,NA,0.51,0.09,2.5,NA
29639,737330,76,NA,0.53,0.09,2.8,NA
29639,737331,85,NA,0.68,0.03,5.2,NA
29639,737332,94,NA,0.78,0.01,7,NA
29639,737333,100,NA,0.83,0.01,8,NA
29639,737334,109,NA,0.9,0.01,9.4,NA
29639,737335,125,NA,1.07,0.01,12.2,NA
29639,737336,144,NA,1.53,0,19.6,NA
29639,737337,150,NA,1.62,0,21.1,NA
29639,737338,169,NA,1.84,0,24.5,NA
29639,737339,200,NA,2.07,0,27.9,NA
29639,737340,230,NA,2.22,0,29.8,NA
29639,737341,250,NA,2.27,0,30.6,NA
29639,737342,273,NA,2.32,0,31.5,NA
29639,737343,300,NA,2.48,0,33.4,NA
29639,737344,318,NA,2.59,0,34.7,NA
29639,737345,383,NA,2.83,0,37.7,NA
29639,737346,400,NA,2.89,0,38.3,NA
29639,737347,433,NA,2.99,0,39.3,NA
29639,737348,500,NA,3.14,0,41.1,NA
29639,737349,512,NA,3.17,0,41.4,NA
29640,737350,0,NA,0.3,0,0.1,NA
29640,737351,3,NA,0.3,0,0.1,NA
29640,737352,10,NA,0.3,0,0.1,NA
29640,737353,15,NA,0.3,0,0.1,NA
29640,737354,20,NA,0.3,0,0.1,NA
29640,737355,30,NA,0.31,0.01,0.1,NA
29640,737356,47,NA,0.31,0.01,0.1,NA
29640,737357,50,NA,0.31,0.01,0.1,NA
29640,737358,56,NA,0.31,0.01,0.1,NA
29640,737359,66,NA,0.31,0.01,0.1,NA
29640,737360,75,NA,0.32,0.02,0.2,NA
29640,737361,85,NA,0.33,0.03,0.3,NA
29640,737362,96,NA,0.4,0.13,0.9,NA
29640,737363,100,NA,0.45,0.11,1.5,NA
29640,737364,109,NA,0.57,0.04,3.3,NA
29640,737365,121,NA,0.71,0.01,6.2,NA
29640,737366,125,NA,0.76,0.01,7.2,NA
29640,737367,144,NA,1.02,0,12,NA
29640,737368,150,NA,1.11,0,13.6,NA
29640,737369,169,NA,1.4,0,18.2,NA
29640,737370,198,NA,1.7,0,23.1,NA
29640,737371,200,NA,1.73,0,23.5,NA
29640,737372,229,NA,2.06,0,28.2,NA
29640,737373,250,NA,2.2,0,29.9,NA
29640,737374,268,NA,2.28,0,30.8,NA
29640,737375,300,NA,2.4,0,32.5,NA
29640,737376,319,NA,2.47,0,33.4,NA
29640,737377,378,NA,2.72,0,36.5,NA
29640,737378,400,NA,2.8,0,37.5,NA
29640,737379,437,NA,2.92,0,39.1,NA
29640,737380,500,NA,3.1,0,41,NA
29640,737381,516,NA,3.14,0,41.5,NA
29641,737382,0,NA,0.31,0,0,NA
29641,737383,2,NA,0.31,0,0,NA
29641,737384,10,NA,0.3,0,0,NA
29641,737385,15,NA,0.3,0,0,NA
29641,737386,20,NA,0.3,0,0,NA
29641,737387,30,NA,0.3,0,0,NA
29641,737388,31,NA,0.3,0,0,NA
29641,737389,48,NA,0.3,0,0,NA
29641,737390,50,NA,0.3,0,0,NA
29641,737391,60,NA,0.3,0,0,NA
29641,737392,74,NA,0.3,0,0,NA
29641,737393,75,NA,0.3,0,0,NA
29641,737394,85,NA,0.3,0,0,NA
29641,737395,95,NA,0.3,0.01,0,NA
29641,737396,100,NA,0.32,0.05,0.2,NA
29641,737397,105,NA,0.35,0.09,0.3,NA
29641,737398,114,NA,0.48,0.13,1.8,NA
29641,737399,125,NA,0.47,0.15,1.6,NA
29641,737400,139,NA,0.67,0.02,5.5,NA
29641,737401,150,NA,0.87,0.02,8.9,NA
29641,737402,165,NA,1.14,0.01,13.4,NA
29641,737403,194,NA,1.54,0.01,20.8,NA
29641,737404,200,NA,1.61,0.01,22,NA
29641,737405,229,NA,1.91,0.01,26.4,NA
29641,737406,250,NA,2.03,0,28.1,NA
29641,737407,269,NA,2.1,0,29.2,NA
29641,737408,300,NA,2.25,0,31.1,NA
29641,737409,319,NA,2.34,0,32.3,NA
29641,737410,377,NA,2.65,0,36,NA
29641,737411,400,NA,2.74,0,37.1,NA
29641,737412,436,NA,2.85,0,38.5,NA
29641,737413,500,NA,3.02,0,40.4,NA
29641,737414,515,NA,3.06,0,40.9,NA
29642,737415,0,NA,0.3,0,0,NA
29642,737416,2,NA,0.3,0,0,NA
29642,737417,10,NA,0.3,0,0,NA
29642,737418,16,NA,0.3,0,0,NA
29642,737419,20,NA,0.3,0,0,NA
29642,737420,30,NA,0.3,0,0,NA
29642,737421,45,NA,0.3,0,0,NA
29642,737422,50,NA,0.3,0,0,NA
29642,737423,61,NA,0.3,0,0,NA
29642,737424,75,NA,0.3,0,0,NA
29642,737425,85,NA,0.3,0,0,NA
29642,737426,95,NA,0.32,0.04,0.1,NA
29642,737427,100,NA,0.39,0.13,0.7,NA
29642,737428,104,NA,0.45,0.19,1.4,NA
29642,737429,116,NA,0.6,0.02,3.9,NA
29642,737430,125,NA,0.68,0.01,5.3,NA
29642,737431,126,NA,0.69,0.01,5.5,NA
29642,737432,140,NA,0.86,0.01,8.6,NA
29642,737433,150,NA,1.05,0.01,11.9,NA
29642,737434,165,NA,1.35,0,16.9,NA
29642,737435,194,NA,1.69,0,22.3,NA
29642,737436,200,NA,1.74,0,23.1,NA
29642,737437,231,NA,1.94,0,26.4,NA
29642,737438,250,NA,2.05,0,27.9,NA
29642,737439,270,NA,2.15,0,29.2,NA
29642,737440,300,NA,2.3,0,31.1,NA
29642,737441,318,NA,2.39,0,32.1,NA
29642,737442,374,NA,2.62,0,34.4,NA
29642,737443,400,NA,2.72,0,35.6,NA
29642,737444,437,NA,2.84,0,37.3,NA
29642,737445,500,NA,3.02,0,39.4,NA
29642,737446,522,NA,3.08,0,40.2,NA
29643,737447,0,0.96,0.32,0.01,0,NA
29643,737448,2,0.96,0.32,0.01,0,NA
29643,737449,10,0.72,0.32,0.01,0,NA
29643,737450,18,0.4,0.31,0.01,0,NA
29643,737451,20,0.36,0.31,0.01,0,NA
29643,737452,28,NA,0.31,0.01,0,NA
29643,737453,30,0.21,0.31,0.01,0,NA
29643,737454,38,0.14,0.32,0.01,0,NA
29643,737455,49,NA,0.31,0.01,0,NA
29643,737456,50,0.07,0.31,0.01,0,NA
29643,737457,60,0.04,0.31,0.01,0.1,NA
29643,737458,70,NA,0.32,0.01,0.1,NA
29643,737459,75,0.02,0.34,0.07,0.2,NA
29643,737460,79,0.02,0.36,0.12,0.4,NA
29643,737461,90,NA,0.45,0.17,1.4,NA
29643,737462,99,NA,0.61,0.03,4,NA
29643,737463,100,0.01,0.61,0.03,4,NA
29643,737464,110,0,0.54,0.06,2.8,NA
29643,737465,124,NA,0.53,0.02,3.1,NA
29643,737466,125,NA,0.54,0.02,3.3,NA
29643,737467,144,NA,0.89,0.01,9.1,NA
29643,737468,150,NA,1.04,0.01,11.7,NA
29643,737469,169,NA,1.51,0,19.4,NA
29643,737470,198,NA,1.87,0,25.1,NA
29643,737471,200,NA,1.89,0,25.3,NA
29643,737472,230,NA,2.07,0,27.9,NA
29643,737473,250,NA,2.17,0,29.2,NA
29643,737474,270,NA,2.25,0,30.3,NA
29643,737475,300,NA,2.38,0,31.8,NA
29643,737476,317,NA,2.45,0,32.6,NA
29643,737477,378,NA,2.7,0,35.7,NA
29643,737478,400,NA,2.79,0,36.9,NA
29643,737479,439,NA,2.93,0,38.7,NA
29643,737480,500,NA,3.06,0,40.3,NA
29643,737481,517,NA,3.09,0,40.7,NA
29644,737482,0,NA,0.32,0,0,NA
29644,737483,2,NA,0.32,0,0,NA
29644,737484,10,NA,0.32,0,0,NA
29644,737485,16,NA,0.32,0,0,NA
29644,737486,20,NA,0.32,0,0,NA
29644,737487,30,NA,0.32,0,0,NA
29644,737488,45,NA,0.32,0,0,NA
29644,737489,50,NA,0.32,0,0,NA
29644,737490,56,NA,0.33,0.01,0,NA
29644,737491,64,NA,0.33,0.01,0.1,NA
29644,737492,75,NA,0.33,0.01,0,NA
29644,737493,86,NA,0.33,0.01,0.1,NA
29644,737494,93,NA,0.33,0.01,0.1,NA
29644,737495,100,NA,0.36,0.1,0.5,NA
29644,737496,107,NA,0.42,0.19,0.9,NA
29644,737497,125,NA,0.78,0.02,7.1,NA
29644,737498,144,NA,1.03,0.01,11.4,NA
29644,737499,150,NA,1.12,0.01,13,NA
29644,737500,167,NA,1.39,0,17.5,NA
29644,737501,200,NA,1.76,0,23.9,NA
29644,737502,229,NA,2.01,0,27.2,NA
29644,737503,250,NA,2.11,0,28.7,NA
29644,737504,267,NA,2.16,0,29.6,NA
29644,737505,300,NA,2.29,0,31.4,NA
29644,737506,318,NA,2.36,0,32.4,NA
29644,737507,374,NA,2.66,0,35.9,NA
29644,737508,400,NA,2.76,0,37.3,NA
29644,737509,436,NA,2.88,0,38.9,NA
29644,737510,500,NA,3.08,0,41.1,NA
29644,737511,522,NA,3.15,0,41.8,NA
29645,737512,0,NA,0.39,0.08,0.8,NA
29645,737513,2,NA,0.39,0.08,0.8,NA
29645,737514,10,NA,0.39,0.08,0.8,NA
29645,737515,16,NA,0.39,0.08,0.8,NA
29645,737516,20,NA,0.39,0.08,0.8,NA
29645,737517,30,NA,0.39,0.08,0.8,NA
29645,737518,46,NA,0.39,0.07,0.8,NA
29645,737519,50,NA,0.39,0.08,0.9,NA
29645,737520,54,NA,0.39,0.1,0.9,NA
29645,737521,66,NA,0.45,0.18,1.7,NA
29645,737522,75,NA,0.72,0.04,6.3,NA
29645,737523,86,NA,0.96,0.02,10.1,NA
29645,737524,95,NA,1.05,0.01,11.8,NA
29645,737525,100,NA,1.08,0.01,12.2,NA
29645,737526,107,NA,1.13,0.01,13,NA
29645,737527,125,NA,1.55,0.01,19.6,NA
29645,737528,126,NA,1.57,0.01,20,NA
29645,737529,143,NA,1.75,0.01,23,NA
29645,737530,150,NA,1.83,0.01,24.1,NA
29645,737531,170,NA,2.02,0,26.8,NA
29645,737532,200,NA,2.17,0,29.1,NA
29645,737533,229,NA,2.28,0,30.7,NA
29645,737534,250,NA,2.35,0,31.6,NA
29645,737535,270,NA,2.41,0,32.4,NA
29645,737536,300,NA,2.52,0,33.6,NA
29645,737537,318,NA,2.59,0,34.4,NA
29645,737538,378,NA,2.76,0,37.4,NA
29645,737539,400,NA,2.85,0,38.4,NA
29645,737540,437,NA,2.99,0,39.9,NA
29645,737541,500,NA,3.11,0,41.3,NA
29645,737542,513,NA,3.14,0,41.6,NA
29646,737543,0,0.96,0.35,0.02,0.3,NA
29646,737544,2,0.96,0.35,0.02,0.3,NA
29646,737545,9,0.4,0.35,0.02,0.3,NA
29646,737546,10,0.36,0.35,0.02,0.3,NA
29646,737547,19,0.14,0.34,0.02,0.3,NA
29646,737548,20,0.13,0.34,0.02,0.3,NA
29646,737549,30,0.04,0.34,0.02,0.3,NA
29646,737550,31,0.04,0.34,0.02,0.3,NA
29646,737551,40,0.02,0.34,0.02,0.4,NA
29646,737552,48,NA,0.35,0.02,0.3,NA
29646,737553,50,0.01,0.44,0.03,1.7,NA
29646,737554,56,0,0.72,0.05,6.3,NA
29646,737555,63,NA,0.87,0.02,8.6,NA
29646,737556,70,NA,0.97,0.01,10.1,NA
29646,737557,75,NA,1.04,0.01,11.3,NA
29646,737558,85,NA,1.16,0.01,13.3,NA
29646,737559,99,NA,1.21,0.01,14.5,NA
29646,737560,100,NA,1.22,0.01,14.6,NA
29646,737561,119,NA,1.39,0,18.1,NA
29646,737562,125,NA,1.5,0,19.9,NA
29646,737563,139,NA,1.77,0,23.9,NA
29646,737564,150,NA,1.87,0,25.4,NA
29646,737565,170,NA,1.96,0,26.8,NA
29646,737566,199,NA,2.03,0,28,NA
29646,737567,200,NA,2.04,0,28.1,NA
29646,737568,229,NA,2.29,0,30.8,NA
29646,737569,250,NA,2.38,0,32.1,NA
29646,737570,270,NA,2.45,0,33.1,NA
29646,737571,300,NA,2.61,0,35.3,NA
29646,737572,319,NA,2.72,0,36.6,NA
29646,737573,376,NA,2.94,0,38.6,NA
29646,737574,400,NA,3,0,39.3,NA
29646,737575,438,NA,3.08,0,40.2,NA
29646,737576,500,NA,3.19,0,41.5,NA
29646,737577,517,NA,3.22,0,41.8,NA
29647,737578,0,NA,0.41,0.05,1.2,NA
29647,737579,2,NA,0.41,0.05,1.2,NA
29647,737580,10,NA,0.41,0.05,1.2,NA
29647,737581,20,NA,0.41,0.05,1.2,NA
29647,737582,30,NA,0.41,0.05,1.2,NA
29647,737583,40,NA,0.41,0.05,1.3,NA
29647,737584,50,NA,0.42,0.06,1.5,NA
29647,737585,60,NA,0.42,0.06,1.6,NA
29647,737586,70,NA,0.83,0.03,8,NA
29647,737587,75,NA,0.97,0.02,10.2,NA
29647,737588,85,NA,1.15,0.01,13.2,NA
29647,737589,100,NA,1.28,0.01,15.7,NA
29647,737590,120,NA,1.49,0.01,19.1,NA
29647,737591,125,NA,1.59,0.01,20.6,NA
29647,737592,139,NA,1.85,0.01,24.5,NA
29647,737593,150,NA,1.93,0.01,25.9,NA
29647,737594,170,NA,2,0.01,27,NA
29647,737595,200,NA,2.15,0.01,29,NA
29647,737596,229,NA,2.27,0.01,30.4,NA
29647,737597,250,NA,2.37,0,31.7,NA
29647,737598,266,NA,2.45,0,32.7,NA
29647,737599,300,NA,2.6,0,34.6,NA
29647,737600,318,NA,2.67,0,35.5,NA
29647,737601,377,NA,2.89,0,38.5,NA
29647,737602,400,NA,2.95,0,39.1,NA
29647,737603,436,NA,3.02,0,39.7,NA
29647,737604,500,NA,3.14,0,41,NA
29647,737605,513,NA,3.17,0,41.3,NA
29648,737606,0,NA,0.41,0.05,1.3,NA
29648,737607,3,NA,0.41,0.05,1.3,NA
29648,737608,10,NA,0.41,0.05,1.3,NA
29648,737609,14,NA,0.41,0.05,1.3,NA
29648,737610,20,NA,0.41,0.05,1.3,NA
29648,737611,30,NA,0.41,0.05,1.4,NA
29648,737612,45,NA,0.43,0.07,1.6,NA
29648,737613,50,NA,0.44,0.07,2.1,NA
29648,737614,56,NA,0.5,0.07,2.6,NA
29648,737615,65,NA,0.73,0.06,6.3,NA
29648,737616,74,NA,1.13,0.02,12.9,NA
29648,737617,75,NA,1.15,0.02,13.2,NA
29648,737618,84,NA,1.3,0.01,15.5,NA
29648,737619,94,NA,1.62,0.01,20.6,NA
29648,737620,100,NA,1.71,0.01,22.1,NA
29648,737621,109,NA,1.79,0.01,23.3,NA
29648,737622,124,NA,1.92,0.01,25.2,NA
29648,737623,125,NA,1.93,0.01,25.3,NA
29648,737624,145,NA,2.06,0,27.4,NA
29648,737625,150,NA,2.09,0,27.8,NA
29648,737626,169,NA,2.17,0,29.1,NA
29648,737627,199,NA,2.21,0,29.9,NA
29648,737628,200,NA,2.21,0,29.9,NA
29648,737629,230,NA,2.34,0,31.4,NA
29648,737630,250,NA,2.41,0,32.4,NA
29648,737631,270,NA,2.49,0,33.5,NA
29648,737632,300,NA,2.64,0,35,NA
29648,737633,320,NA,2.74,0,35.9,NA
29648,737634,379,NA,2.96,0,38.6,NA
29648,737635,400,NA,3.01,0,39.2,NA
29648,737636,436,NA,3.08,0,40.1,NA
29648,737637,500,NA,3.18,0,41.1,NA
29648,737638,509,NA,3.19,0,41.2,NA
29649,737639,0,NA,0.42,0.07,1.6,NA
29649,737640,2,NA,0.42,0.07,1.6,NA
29649,737641,10,NA,0.41,0.07,1.6,NA
29649,737642,16,NA,0.41,0.07,1.6,NA
29649,737643,20,NA,0.41,0.07,1.6,NA
29649,737644,30,NA,0.42,0.07,1.6,NA
29649,737645,45,NA,0.41,0.07,1.6,NA
29649,737646,50,NA,0.44,0.07,2,NA
29649,737647,56,NA,0.48,0.07,2.5,NA
29649,737648,66,NA,1.09,0.04,12,NA
29649,737649,75,NA,1.35,0.02,16.4,NA
29649,737650,85,NA,1.47,0.01,18.4,NA
29649,737651,95,NA,1.58,0.01,20,NA
29649,737652,100,NA,1.63,0.01,20.8,NA
29649,737653,110,NA,1.72,0.01,22.3,NA
29649,737654,125,NA,1.89,0.01,24.6,NA
29649,737655,144,NA,2,0.01,26.1,NA
29649,737656,150,NA,2.02,0.01,26.4,NA
29649,737657,169,NA,2.06,0.01,27.3,NA
29649,737658,200,NA,2.16,0,28.8,NA
29649,737659,229,NA,2.35,0,30.4,NA
29649,737660,250,NA,2.44,0.01,31.4,NA
29649,737661,269,NA,2.51,0.01,32.3,NA
29649,737662,300,NA,2.63,0.01,33.7,NA
29649,737663,319,NA,2.71,0.01,34.5,NA
29649,737664,380,NA,2.94,0,37.5,NA
29649,737665,400,NA,2.97,0,37.8,NA
29649,737666,437,NA,3.01,0,38.1,NA
29649,737667,500,NA,3.12,0,40.3,NA
29649,737668,513,NA,3.14,0,40.7,NA
29650,737669,0,NA,0.76,0.16,6.5,NA
29650,737670,2,NA,0.76,0.16,6.5,NA
29650,737671,10,NA,0.75,0.16,6.5,NA
29650,737672,20,NA,0.75,0.16,6.6,NA
